title,time
Депутат МГД Киселева: Программа «Лето в новом формате» помогает подросткам найти свое место в профессии,2021-06-29T10:08:33+03:00
Путин анонсировал вооружение армии новыми системами,2021-06-29T10:08:49+03:00
Водолазы ищут мальчика в реке Ветлуге в Нижегородской области,2021-06-29T10:09:00+03:00
В Брянской области отменили ограничение пребывания граждан в лесах и въезда в них,2021-06-29T10:08:10+03:00
"В Чувашии разыскивают молодого мужчину, который мог поживиться чужими деньгами",2021-06-29T10:09:00+03:00
В Чите реконструирован один из корпусов ремонтного локомотивного депо,2021-06-29T10:08:00+03:00
Татьяна Минеева: Подделка сертификатов – серьезное нарушение законодательства,2021-06-29T10:09:24+03:00
В Тульской области появится рабочая группа по борьбе с поддельными сертификатами о вакцинации,2021-06-29T10:09:55+03:00
В Тюменской области пенсионеры дерутся в очередях за возможность привиться от COVID-19,2021-06-29T10:09:17+03:00
О чем говорят краснодарцы: где на Кубани можно отдохнуть без толпы туристов,2021-06-29T10:09:38+03:00
В Челябинской области на железной дороге произошел сход цистерны,2021-06-29T10:09:52+03:00
Первые морские мили Л. Рона Хаббарда,2021-06-29T10:09:51+03:00
Четырёхлетняя девочка выпала из окна в Ставрополе,2021-06-29T10:09:33+03:00
На открытии ралли «Шёлковый путь» в Омске прозвучат хиты Queen и AC/DC,2021-06-29T10:09:28+03:00
"В ЦИК Чувашии провел брифинг, посвященный старту предвыборной кампании",2021-06-29T13:11:22+03:00
В Челябинске мошенники от имени министра здравоохранения «продают» вакцины от СОVID-19,2021-06-29T13:10:29+03:00
В Калуге пройдет фестиваль театра кукол,2021-06-29T13:11:00+03:00
АЭБ выступил одним из спонсоров скачек на приз главы Якутии,2021-06-29T14:14:33+03:00
Власти Москвы допустили введение QR-кодов в других отраслях,2021-06-29T14:14:24+03:00
В Самарской области произошла разгерметизация подземного газопровода,2021-06-29T14:14:39+03:00
В Ижевске мужчина пытался убить сына сожительницы,2021-06-29T13:10:58+03:00
В Калининграде будет создан учебный центр для повышения квалификации корабелов,2021-06-29T13:10:53+03:00
Сроки ревакцинации от COVID-19 и 90% заражений индийским штаммом. О чем говорил Гинцбург,2021-06-29T14:14:41+03:00
Полиция подтвердила связь дела главреда «Проекта» с фильмом «Дождя»,2021-06-29T14:14:51+03:00
В Госдуме выступили за запрет рекламы устройств для скручивания автопробега и энергопотребления,2021-06-29T14:14:46+03:00
РФС перенес заседание по итогам выступления сборной России на Евро-2020,2021-06-29T14:15:00+03:00
"​В среду в Прикамье обещают грозы, ливень, град и шквалистый ветер",2021-06-29T15:07:27+03:00
"Боррель сообщил, что в ближайшее время будет работать над новыми санкциями против РФ",2021-06-29T14:15:00+03:00
"Центр «Мой бизнес» Башкортостана оказал предпринимателям региона более 3,3 тысяч услуг",2021-06-29T14:15:11+03:00
Расширенное заседание региональной «Деловой России» прошло в медиацентре Псковского агентства информации,2021-06-29T15:08:56+03:00
140 еврейских детей из 5 стран приехали в летний лагерь от «Шиурей Тора Любавич» на Закарпатье,2021-06-29T14:15:12+03:00
Свыше 900 тысяч жителей Москвы используют медицинскую карту в телефоне,2021-06-29T14:14:52+03:00
Минобороны РФ возведет 30 объектов в центре подводных сил ТОФ на Камчатке,2021-06-29T14:15:34+03:00
С начала лета в области утонули 25 человек,2021-06-29T15:07:21+03:00
В Нижнем Тагиле жильцы вытащили из вентиляции на кухне испуганного котёнка,2021-06-29T15:08:36+03:00
С начала года специалисты Мосгосэкспертизы выдали 63 положительных заключения по проектам реконструкции водопроводной сети,2021-06-29T14:15:59+03:00
Должны были запустить три месяца назад. В Магнитогорске прокуратура выявила нарушения в ремонте лифтов,2021-06-29T14:16:00+03:00
Нижегородский мэр Юрий Шалабаев сделал прививку от COVID-19,2021-06-29T15:08:00+03:00
Мобильные офисы МегаФон будут перемещаться между небольшими населёнными пунктами,2021-06-29T14:16:00+03:00
В Челябинске агрессивный сосед разбил старику голову из-за маленькой собачки,2021-06-29T15:09:00+03:00
30 июня в Тульской области пройдет кратковременный дождь,2021-06-30T05:46:00+03:00
QR-коды могут ввести в магазинах и общественном транспорте Москвы,2021-06-29T15:07:53+03:00
Эдвард Бил отказался от продолжения съемок пранков,2021-06-30T05:46:02+03:00
ГУ МЧС по Саратовской области предупреждает о грозе и шквалистом ветре 29 и 30 июня,2021-06-29T14:15:15+03:00
«МегаФон» запустил в Липецкой области мобильные магазины,2021-06-29T14:15:00+03:00
Малый бизнес обеспечивает 33% поступлений в бюджет Петербурга,2021-06-29T15:08:48+03:00
Больше всего деревьев повалило шквалистым ветром в Нижегородском и Советском районах,2021-06-29T15:08:00+03:00
На новые пособия семьям с детьми 8–17 лет в Татарстане направят 189 млн рублей,2021-06-29T14:16:00+03:00
Определен состав сборной России по дзюдо на Олимпиаду,2021-06-29T14:15:51+03:00
Дорогой дефицит: сколько в Ярославле стоит морковь и куда она пропала,2021-06-29T14:16:00+03:00
Андрей Бочаров назвал верным решение о весеннем пересеве зерновых в Волгоградской области,2021-06-29T14:15:00+03:00
В Алтайском крае перед судом за взятки предстанут два должностных лица,2021-06-29T15:07:33+03:00
В Комсомольске-на-Амуре в пожаре пострадал 4-летний ребёнок,2021-06-29T05:30:49+03:00
"Красноярская полиция проверяет видео с советами, как обмануть ПЦР-тест",2021-06-29T05:30:42+03:00
В Бурятии начали ремонтировать памятник первопроходцам БАМа,2021-06-29T05:52:51+03:00
В торговом порту Мурманска прошла комплексная тренировка,2021-06-29T05:52:00+03:00
«Насмешка над США»: китайский эксперт оценил возможный отказ России от доллара,2021-06-29T05:52:53+03:00
В Красноярском крае определён кандидат на звание «Почётного гражданина Железногорска»,2021-06-29T05:55:00+03:00
Михаил Дегтярёв: «Народная программа — наше общее видение будущего Хабаровского края»,2021-06-29T04:45:00+03:00
​COVID-поликлиника вновь заработала в Чите,2021-06-29T04:45:44+03:00
Вместо коммерческого – бюджетный. Хакасия возьмет новый кредит,2021-06-29T05:54:02+03:00
Лётчики морской авиации Черноморского флота и авиации ЮВО проверили систему противовоздушной обороны Крыма,2021-06-29T05:53:28+03:00
Томичи смогут сделать прививку от COVID-19 в МФЦ на Пушкина и Фрунзе,2021-06-29T05:54:00+03:00
Парламент Крыма досрочно лишил мандата депутата из ЛДПР,2021-06-29T05:54:38+03:00
В Красноярском крае пройдет региональная профильная смена по безопасности дорожного движения,2021-06-29T05:54:52+03:00
В Якутии потерялся 81-летний пожилой человек,2021-06-29T05:54:51+03:00
В Красноярске Дому искусств назначили нового директора,2021-06-29T05:54:55+03:00
Рост воды в Амуре отмечается только в трех муниципалитетах,2021-06-29T04:44:40+03:00
Госдепартамент по-прежнему не рекомендует американцам ездить в Россию,2021-06-29T04:50:00+03:00
Число задержанных и отмененных рейсов в аэропортах Москвы превысило 60 после «суперливня»,2021-06-29T04:48:41+03:00
Байден назвал сферы для сотрудничества с Россией,2021-06-29T04:46:54+03:00
В центре Красноярска на бок перевернулся автомобиль,2021-06-29T04:51:14+03:00
Россия при помощи «направленной энергии» заставляет американцев блевать,2021-06-29T04:47:53+03:00
"Ученый рассказал, как опасный вирус Nipah может проникнуть в Россию",2021-06-29T04:52:31+03:00
"""Не едьте в Россию"": Госдеп США рассказал, что грозит американцам в РФ",2021-06-29T04:53:00+03:00
В Бурятии врачи вылечили от ковида 101-летнюю бабушку,2021-06-29T04:52:27+03:00
Трое детей пропали на реке в Приморье,2021-06-29T04:53:10+03:00
"Секретные документы, содержащие план маршрута британского эсминца, были найдены на автобусной остановке",2021-06-29T15:00:00+03:00
"""Беру реванш у жизни"": Гоген Солнцев о своем стиле, полных людях и экологии",2021-06-29T11:44:28+03:00
"Лекарств, масок и тестов хватит на всех: «Губернские аптеки» подготовились к третьей волне COVID-19",2021-06-29T04:51:43+03:00
Брат экс-министра лесного хозяйства Красноярского края предстанет перед судом,2021-06-29T04:54:27+03:00
Образ Риты Дакоты для фестиваля «Жара» подвергся жесткой критике в Сети,2021-06-29T04:51:47+03:00
Футболистки «Енисея» на домашнем поле победили москвичей,2021-06-29T04:46:40+03:00
Белка попала в капкан и не могла выбраться. Помогли спасатели,2021-06-29T11:44:31+03:00
В Калининграде задержали подозреваемую мошенничестве на десятки миллионов рублей,2021-06-29T11:44:31+03:00
На Среднем Урале за сутки выявили 264 случая COVID-19,2021-06-29T11:44:40+03:00
"29 июня число заболевших COVID в Тульской области в 2,5 раза превысило количество выздоровевших",2021-06-29T11:44:56+03:00
"ЕСПЧ спустя 16 лет присудил по 7,5 тысячи евро трем осужденным за акцию в здании Минздрава",2021-06-29T13:51:48+03:00
Коллективу госпиталя ветеранов войн им. М.Т. Индербиева представили нового руководителя,2021-06-29T11:44:35+03:00
600 рублей — и вирус мертв: губернатор Краснодарского края носит «антиковидный амулет»,2021-06-29T11:45:00+03:00
"Дмитрий Фабрикантов рассказал о «карельской нефти», которая дает экономике республики огромные преимущества",2021-06-29T11:45:00+03:00
В ХМАО у местного жителя отобрали автомобиль из-за ₽900 тыс. штрафов,2021-06-29T11:44:54+03:00
Жительнице Ставрополя помогли получить кровать для лежачих больных после обращения к губернатору,2021-06-29T11:45:00+03:00
В Барнауле продолжают проверку соблюдения требований Роспотребнадзора в общественном транспорте,2021-06-29T11:45:00+03:00
С 1 июля татарстанцы смогут подать заявления на новые пособия,2021-06-29T13:51:51+03:00
Жене осужденного Михаила Ефремова приходится трудиться на нескольких работах,2021-06-29T13:51:55+03:00
Три ставропольских вуза вошли в сотню лучших по России,2021-06-29T13:52:19+03:00
30 человек погибли на водоемах Нижегородской области с начала лета,2021-06-29T13:52:00+03:00
"Передвижные магазины ""МегаФона"" начинают работу в регионах России",2021-06-29T13:52:00+03:00
Психолог онлайн. Как выбрать лучший сервис для консультации в интернете,2021-06-29T13:52:17+03:00
Котельную построят в Одинцовском городском округе,2021-06-29T13:52:22+03:00
Гинцбург: летальность коронавируса в России может вырасти с 2 до 10%,2021-06-29T13:53:00+03:00
Коробочники-волонтëры продолжают работать в городах региона,2021-06-29T13:52:00+03:00
Мэрия отчиталась о ходе работ на Ленинградском мосту в Омске,2021-06-29T13:52:47+03:00
МТС запустила мощный суперкомпьютер,2021-06-29T13:54:00+03:00
В России обновлен суточный рекорд по числу жертв коронавируса,2021-06-29T13:53:00+03:00
Россия установила новый рекорд по экспорту электроэнергии,2021-06-30T08:52:09+03:00
Песков рассказал о ситуации с COVID-19,2021-06-29T13:52:53+03:00
Добрались и до фасада. Ремонт главной детской библиотеки Магнитогорска перешёл в завершающую стадию,2021-06-29T13:53:53+03:00
В Курганской области от коронавируса скончались 3 человека,2021-06-29T13:53:31+03:00
С COVID-19 госпитализирован бывший декан журфака Борис Лозовский в Екатеринбурге,2021-06-29T13:52:28+03:00
В честь Константина Головкина хотят назвать сквер у музея Алабина,2021-06-29T13:53:30+03:00
Правительство Алтайского края оправдалось перед следкомом за сиротскую проблему с уголовной подоплекой,2021-06-30T08:52:00+03:00
СК попросит суд арестовать напавшего на съемочную группу канала «Россия 1» на Ломоносовском проспекте,2021-06-29T12:04:40+03:00
Прокуратура проводит проверку по факту смертельного ДТП в Лыскове,2021-06-29T09:12:00+03:00
Просветительский проект «Умные недели» запустили в регионах России,2021-06-29T12:04:36+03:00
Фермеры Псковщины «вооружаются»: аналитики зафиксировали небывалый рост закупок тракторов и другой сельскохозяйственной техники частными хозяйствами,2021-06-29T13:53:35+03:00
В столице Среднего Урала открылся новый ресторан с северной кухней,2021-06-29T13:53:20+03:00
Праздник «Алые паруса» превратился в закрытый алкомарафон,2021-06-30T10:56:02+03:00
Барнаул попал на второе место в рейтинге самых дешевых рационов от проекта «Котлета с пюрешкой»,2021-06-29T13:54:00+03:00
Трое кировчан стали победителями в первый день межрегиональных соревнований,2021-06-29T09:12:00+03:00
"Дагестанке Церетиловой, лишенной детей из-за розовых волос, удалось вернуть старшего сына",2021-06-29T12:04:34+03:00
На курганских и челябинских трассах из-за жары ввели ограничения для большегрузов,2021-06-29T09:11:00+03:00
Бийский олеумный завод присоединился к прививочной кампании против коронавируса,2021-06-29T09:12:00+03:00
Автобус с пассажирами врезался в грузовик под Новосибирском,2021-06-29T09:11:40+03:00
"Как проходит вакцинация в Костромской области, оценил заместитель главы Минздрава",2021-06-29T09:10:00+03:00
«Основная парадигма – чтобы люди пересели на общественный транспорт». Что нового на челябинском Комсомольском проспекте,2021-06-29T09:10:00+03:00
Архангельск отметил день рождения большим фестивалем,2021-06-29T09:11:28+03:00
В Омске откорректировали работу светофора на улице Орджоникидзе,2021-06-29T12:01:43+03:00
Народную артистку Веру Алентову госпитализировали с подозрением на коронавирус,2021-06-29T09:39:28+03:00
Российский боец UFC Мовсар Евлоев перешел в казахстанский клуб Arlan MMA Pro,2021-06-29T09:10:27+03:00
Приют для животных в Малоярославце уже два года действует незаконно,2021-06-29T13:10:00+03:00
Где в Севастополе отключат свет 29 июня,2021-06-29T09:39:21+03:00
"В мэрии Рязани рассказали, как ТЦ планируют бороться с дрифтерами",2021-06-29T09:39:44+03:00
В минэкологии Тульской области ответят на вопросы о содержании контейнерных площадок,2021-06-29T09:10:00+03:00
Крупнейшая свалка на сельхозполях выявлена в 2021г в Зырянском районе,2021-06-29T09:10:00+03:00
Возраст молодежи в Красноярском крае повысят до 35 лет включительно,2021-06-29T13:10:22+03:00
Как общепит справляется с пандемией и что помогло удержаться на плаву,2021-06-29T13:10:00+03:00
В Пензе для этих жителей объявлена обязательная самоизоляция: список,2021-06-29T10:10:00+03:00
Еще четыре человека утонули в водоемах Удмуртии за сутки,2021-06-29T13:10:23+03:00
"""Швабе"" принял участие в съезде СоюзМаш",2021-06-29T09:39:00+03:00
Владельца батута в Бийске обязали выплатить 35 тысяч рублей семье пострадавшей девочки,2021-06-29T13:10:15+03:00
Партия «Справедливая Россия» утвердила кандидатов от Удмуртии в Госдуму,2021-06-29T07:45:00+03:00
В Туле 30 июня на Окско-Непрейковском водозаборе пройдут плановые работы,2021-06-29T13:10:07+03:00
Свердловчанин после убийства соседки еще месяц хранил ее труп у себя дома,2021-06-29T09:38:59+03:00
"Киркоров прервал молчание после исключения из ""черного списка"" СБУ: ""Протянули России соломинку дружбы""",2021-06-29T06:30:00+03:00
У жителей Набережных Челнов в квартирах из крана течет вода с песком,2021-06-29T06:30:00+03:00
"Власти Москвы объявили о мерах поддержки ресторанам и кафе, куда пускают по QR-кодам",2021-06-29T13:11:18+03:00
В Хабаровске двух монтёров госпитализировали после удара током,2021-06-29T09:38:51+03:00
Постоянные перебои с водой вынудили жителей липецкого села обратиться за помощью к прокурору,2021-06-29T13:10:29+03:00
Москвичей ждут холодные ночи и дожди,2021-06-29T06:24:56+03:00
Как получить электронный сертификат профилактической прививки от COVID-19,2021-06-29T13:10:24+03:00
Скромный герой из Ялты рассказал о спасении людей во время потопа,2021-06-29T13:11:33+03:00
ЦБ планирует регулировать банковские экосистемы,2021-06-29T06:24:58+03:00
81-летнего пенсионера на 8 млн обманули мошенники в Полярных Зорях,2021-06-29T09:38:50+03:00
"Исполнено поручение (меры приняты), данное по итогам личного приёма в режиме видео-конференц-связи жительницы Самарской области, проведённого по поручению Президента Российской Федерации руководителем Канцелярии Президента Российской Федерации в Приёмной Президента Российской Федерации по приёму граждан в Москве 13 февраля 2020 года",2021-06-29T21:08:00+03:00
30 июня у 15 тысяч жителей Железнодорожного и Центрального районов Барнаула будет отключена горячая вода.,2021-06-29T06:26:00+03:00
Ностальгия по 90-м: экс-мэр с моделями открыл «Royal park» в санатории,2021-06-29T13:11:30+03:00
Потолок рухнул в многоквартирном доме в Ижевске,2021-06-29T06:26:48+03:00
Huawei MatePad Pro на HarmonyOS скоро выйдет в России,2021-06-29T21:06:33+03:00
Разозлились: после выходки «Дефендера» российские лётчики едва не потопили голландский фрегат,2021-06-29T21:07:00+03:00
"В Кировской области загорелся цех, в котором заготавливали чагу",2021-06-29T06:26:00+03:00
Приют «Пять звезд» перенесли в Усолье-Сибирское,2021-06-29T06:20:54+03:00
Жительница Райчихинска в 32 года родила десятого ребенка,2021-06-30T07:21:00+03:00
Вода продолжает уходить из Амурской области,2021-06-30T05:45:00+03:00
Велимир Перасович назначен главным тренером УНИКСа,2021-06-29T21:08:00+03:00
Строители нового Зейского моста помогают защищать Амурскую область от затопления,2021-06-29T05:32:00+03:00
Состоялось годовое общее собрание акционеров АО «АК «ЖДЯ»,2021-06-29T05:34:57+03:00
Жители трех улиц в Нижнем Новгороде останутся без света и горячей воды 30 июня,2021-06-30T07:36:00+03:00
Больше 30 детей из Москвы обнаружили в нелегальном лагере в Горном Алтае,2021-06-30T07:36:59+03:00
Ещё один ребёнок утонул на реке в Приморье,2021-06-30T05:45:00+03:00
Число потребительских кредитов сократилось до минимума,2021-06-30T08:42:39+03:00
"Уровень воды в Енисее за последние сутки снизился на 22,6 см",2021-06-30T07:36:00+03:00
В Астраханской области будут судить сельчан 18 и 19 лет за кражу котлов,2021-06-29T15:09:00+03:00
Пожарные могут оставить без «прикрытия» несколько сел в Алтайском крае из-за нехватки средств на аренду здания (обновлено),2021-06-29T05:36:00+03:00
Аналитик спрогнозировал изменения курса рубля на этой неделе,2021-06-29T05:35:27+03:00
В Хакасии прокуратура выявила подлог при заключении госконтрактов,2021-06-29T05:34:54+03:00
​Губернатор Александр Осипов выступит с отчетом перед депутатами Законодательного собрания Забайкалья,2021-06-29T05:32:00+03:00
Рост продолжается. В Саратовской области уже 149 новых случаев коронавируса за сутки,2021-06-30T08:43:00+03:00
В Новосибирской области введут обязательную вакцинацию при росте COVID-19,2021-06-30T08:43:21+03:00
В России создали единый волонтёрский штаб для поддержки медиков в период третьей волны коронавируса,2021-06-30T08:44:19+03:00
На Камчатке в джипе нашли более 120 кг незаконно выловленной чавычи,2021-06-29T05:32:00+03:00
Два студента из Челябинска победили в V Международной олимпиаде по страхованию,2021-06-30T07:21:23+03:00
В столичный регион придет прохлада и дожди,2021-06-30T08:42:00+03:00
Кого обязали вакцинироваться от коронавируса: список регионов и профессий,2021-06-29T05:51:35+03:00
В Хабаровске студенты украли инвалидную коляску,2021-06-30T08:42:07+03:00
"Исполнено поручение (снято с контроля), данное по итогам личного приёма в режиме видео-конференц-связи жительницы Пермского края, проведённого по поручению Президента Российской Федерации начальником Управления Президента Российской Федерации по обеспечению конституционных прав граждан Татьяной Локаткиной в Приёмной Президента Российской Федерации по приёму граждан в Москве 19 февраля 2020 года",2021-06-29T21:08:00+03:00
Вильфанд пообещал москвичам комфортную погоду в ближайшие дни,2021-06-29T21:03:10+03:00
Комиссия при Президенте России по госнаградам на основании ходатайства Губернатора Алтайского края выдала дубликат боевой награды жителю Косихинского района,2021-06-30T09:08:00+03:00
В Словакии обсуждают вынесение вотума недоверия вице-премьеру Матовичу,2021-06-29T21:03:08+03:00
Туристка рассказала об особенностях питания в столовых Сочи,2021-06-29T21:02:48+03:00
"Исполнено поручение (меры приняты), данное по итогам личного приёма в режиме видео-конференц-связи жительницы Самарской области, проведённого по поручению Президента Российской Федерации начальником Управления Президента Российской Федерации по работе с обращениями граждан и организаций Михаилом Михайловским в Приёмной Президента Российской Федерации по приёму граждан в Москве 19 января 2021 года",2021-06-29T21:08:00+03:00
В Оренбурге на улице Донгузской спасатели потушили крупный пожар,2021-06-30T09:09:12+03:00
Су-24 и Су-30 заставили фрегат Evertsen изменить курс в Черном море,2021-06-29T21:02:27+03:00
Китайский эксперт назвал дедолларизацию России насмешкой над США,2021-06-29T06:20:11+03:00
Федерация горнолыжного спорта Красноярского края и Фанпарк «Бобровый лог» начали подготовку к зимнему сезону 2021-2022 года,2021-06-29T04:58:08+03:00
"На вокзале в Твери сотрудники транспортной полиции рассказали пассажирам, как защититься от кибермошенников",2021-06-29T21:04:00+03:00
Качаловский театр проведет II Качаловский театральный фестиваль,2021-06-29T06:44:00+03:00
Смог накроет Свердловскую область до вечера 3 июля,2021-06-29T06:43:56+03:00
Аэропорт Магнитогорска продан с рекордным превышением начальной цены,2021-06-29T21:02:42+03:00
В Омской области отремонтируют 34 детских школы искусств,2021-06-29T06:44:00+03:00
В России за сутки потушили 67 лесных пожаров,2021-06-29T04:59:42+03:00
900 студентов-медиков мобилизуют для борьбы с COVID-19 в Иркутске,2021-06-29T04:54:46+03:00
Строительство МГУ,2021-06-29T05:00:00+03:00
В ряде домов Пскова отключение горячей воды продлится до 30 июня,2021-06-29T21:02:59+03:00
Очки могут защитить от индийского штамма коронавируса,2021-06-29T04:57:04+03:00
«Купание в ямах и слабительные воды»: как красноярцы 100 лет назад на Шира отдыхали,2021-06-29T05:00:00+03:00
Киберпанк на Урале: ГИБДД контролирует трассы с помощью дронов,2021-06-29T15:00:00+03:00
"ВТБ: оборот медлабораторий в Нижнем Новгороде за неделю вырос почти в 1,5 раза",2021-06-29T15:00:00+03:00
Оперативную группу отправят в труднодоступную территорию Катангского района для поиска лесного пожара,2021-06-29T05:00:00+03:00
Южная Осетия примет участие в Международном молодежном форуме российских соотечественников,2021-06-29T15:00:00+03:00
Больше всего заявок на столичные гранты для НКО подано в номинации «Молодежь Москвы» — Сергунина,2021-06-30T10:20:00+03:00
В Выксе пройдут открытые лекции летней школы «Нестабильные соединения»,2021-06-29T15:00:00+03:00
Собянин утвердил новые меры антикризисной поддержки кафе и ресторанов,2021-06-29T11:44:30+03:00
"Боррель написал статью ""Как быть с Россией""",2021-06-29T15:00:00+03:00
Прокуратура помогла жительнице Волгоградской области получить статус вдовы ветерана,2021-06-29T11:44:06+03:00
Собянин одобрил два проекта создания рабочих мест за пределами ТТК,2021-06-29T11:44:21+03:00
Строительство первого этапа ЖК Mod началось в районе Марьина Роща,2021-06-30T10:20:03+03:00
Кубок России по интерактивному футболу в FIFA 21 Ultimate Team для Пермского края!,2021-06-29T06:54:55+03:00
Пятнадцать светофоров не работают в Нижнем Новгороде 29 июня,2021-06-29T11:44:00+03:00
В Астрахани закончилась вакцина от коронавируса – это слухи,2021-06-29T05:00:00+03:00
"Отпуск с прививкой. Стало известно, готовы ли россияне вакцинироваться ради отдыха на море",2021-06-29T15:00:00+03:00
СКР: самарец зарезал знакомого в пьяной ссоре,2021-06-29T19:51:05+03:00
В Новокузнецке ледовая арена начала разрушаться до завершения ремонта,2021-06-29T07:42:48+03:00
"Нейросеть оживила Карлсона, а вышел Ждун. Увидев, что бот сделал с папой Дяди Фёдора, вы решите забыть детство",2021-06-29T19:48:57+03:00
"В Москве возобновился суд над блогером Mellstroy из Беларуси, который избил девушку в прямом эфире",2021-06-29T14:53:31+03:00
В Свердловской области полиция открыла стрельбу по машине с пьяными подростками без прав,2021-06-30T10:20:03+03:00
Подать онлайн-заявление на регистрацию брака стало проще,2021-06-29T07:42:44+03:00
Джо Байден определил приоритетные сферы сотрудничества США и России,2021-06-29T07:42:00+03:00
При работе в канализационном коллекторе погибли двое сотрудников «Водоканала»,2021-06-29T11:44:05+03:00
В центре Красноярска перевернулся автомобиль с 72-летним водителем,2021-06-29T07:42:10+03:00
В Геленджике планируется провести международный турнир по боксу,2021-06-29T19:47:21+03:00
ТЦСО «Зюзино» рассказал жителям о Дне молодежи,2021-06-29T14:53:02+03:00
Центральные улицы Петербурга перекроют из-за показа матчей Евро-2020,2021-06-29T14:52:51+03:00
Вовремя открыли: как работает единственный в России прививочный пункт на берегу моря,2021-06-29T11:45:00+03:00
В России побит рекорд суточной смертности от COVID-19,2021-06-29T11:43:52+03:00
В Свердловской области будут ловить нарушителей ПДД при помощи беспилотника (ФОТО),2021-06-29T14:53:27+03:00
На скорости в сбитую корову: в Челябинской области в ДТП пострадали 4 человека,2021-06-30T08:51:00+03:00
Астраханских чиновников срочно вакцинируют,2021-06-29T14:58:57+03:00
Детская площадка в 2022г все же может появиться в Сквере памяти Томска,2021-06-29T11:44:00+03:00
Объем промышленного производства Москвы вырос на 16% в январе-мае,2021-06-29T11:43:59+03:00
Вагоны Соколова приедут в метро Петербурга с грузом кредитов,2021-06-29T19:47:08+03:00
«МегаФон» запустил новый розничный формат мобильных магазинов,2021-06-29T14:58:53+03:00
Жители Псковской области ушли в ЗОЖ,2021-06-29T11:43:11+03:00
В Югре привили 192 бомжа и 47% всех пенсионеров,2021-06-29T13:51:20+03:00
В Ульяновской области проходят межрегиональные соревнования ПФО по пожарно-спасательному спорту,2021-06-29T13:51:47+03:00
Почему Запад так не любит Россию,2021-06-29T11:43:12+03:00
"В Омске, как и по всей стране, вспоминают партизан и подпольщиков",2021-06-29T11:45:00+03:00
"В настоящем враче должно быть всё прекрасно: и лицо, и одежда, и душа, и мысли",2021-06-29T13:51:23+03:00
На улице Труда в Якутске столкнулись две иномарки,2021-06-29T11:43:23+03:00
В Астрахани служащих испытательной пожарной лаборатории заподозрили в присвоении 125 тысяч рублей,2021-06-29T11:45:00+03:00
Приозерск благоустраивается,2021-06-29T13:10:00+03:00
Ааэропорт Кольцово модернизирует площадку хранения авиатоплива,2021-06-29T09:39:20+03:00
Сергунина: Московских экспортеров приглашают участвовать в пяти международных отраслевых выставках,2021-06-29T09:10:03+03:00
Предприниматели назвали 12 территорий Приморья для комфортного ведения бизнеса,2021-06-29T10:07:49+03:00
29 июня по некоторым адресам Тулы планово отключен свет,2021-06-29T09:10:40+03:00
На Доме Говинга начинаются противоаварийные работы,2021-06-29T10:10:00+03:00
Сегодня в Челябинске продолжается ремонт дорожно-уличной сети,2021-06-29T09:10:00+03:00
«Сбер» оценил предложение ЦБ относительно регулирования экосистем,2021-06-29T13:10:30+03:00
Все по закону: уральский завод ответил на обвинение в принудительной вакцинации сотрудников,2021-06-29T12:02:09+03:00
Дело о записавших видео с иконой тик-токерах передали в прокуратуру Москвы,2021-06-29T12:02:21+03:00
США снова рекомендуют своим гражданам не ехать в РФ,2021-06-29T10:07:53+03:00
Власти Москвы не исключили распространения QR-кодов еще на ряд сфер,2021-06-29T14:28:18+03:00
"Санкции ЕС против Беларуси: Литва разорится, а Россия заработает",2021-06-29T06:28:45+03:00
Нужно укрепление рубля. Экономист усомнился в эффективности «красных линий» для сдерживания цен,2021-06-29T12:02:00+03:00
Жителей Волжского бесплатно консультируют по вопросам ЖКХ,2021-06-29T09:38:42+03:00
В Краснодарском крае осужден «кассир» организации «Е.Н.О.Т.»,2021-06-29T13:11:59+03:00
В колледже на 14-й Парковой открыли набор на обучение на пекаря,2021-06-29T09:38:38+03:00
Володин призвал власти не закрывать глаза на проблемы саратовцев,2021-06-29T14:28:33+03:00
Свердловская область бьет рекорд по социальным расходам. Они выросли почти на 40 миллиардов,2021-06-29T09:10:46+03:00
В Ростовской области за сутки 221 человек заразились ковидом,2021-06-29T11:52:25+03:00
Более 25 тысяч человек в Одинцовском округе будут обеспечены чистой питьевой водой,2021-06-29T12:02:02+03:00
Кубань потеряет от коронавирусных ограничений для туристов до 55 млрд рублей,2021-06-29T12:02:00+03:00
Хоккеист «Авангарда» Зернов наполнил окрошкой Кубок Гагарина: видео,2021-06-29T13:11:38+03:00
Количество коек для больных коронавирусом в Удмуртии выросло в 2 раза за полмесяца,2021-06-29T09:10:57+03:00
